Incident Datetime,Incident Date,Incident Time,Incident Year,Incident Day of Week,Report Datetime,Row ID,Incident ID,Incident Number,Incident Code,Incident Category,Incident Subcategory,Incident Description,Resolution,Intersection,Police District,Analysis Neighborhood,Latitude,Longitude,Point
2024/03/26 07:40:00 PM,2024/03/26,19:40,2024,Tuesday,2024/03/26 07:47:00 PM,137689628100,1376896,240193273,28100,Malicious Mischief,Vandalism,"Malicious Mischief, Breaking Windows",Open or Active,GALVEZ AVE \ DONAHUE ST,Bayview,Bayview Hunters Point,37.730018615722656,-122.36903381347656,POINT (-122.36903381347656 37.730018615722656)
2024/02/02 06:00:00 PM,2024/02/02,18:00,2024,Friday,2024/02/02 09:16:00 PM,137211906224,1372119,246015754,06224,Larceny Theft,Larceny - From Vehicle,"Theft, From Unlocked Vehicle, >$950",Open or Active,GALVEZ AVE \ DONAHUE ST,Bayview,Bayview Hunters Point,37.730018615722656,-122.36903381347656,POINT (-122.36903381347656 37.730018615722656)
2024/03/01 09:29:00 AM,2024/03/01,09:29,2024,Friday,2024/03/01 09:29:00 AM,136925507041,1369255,240121995,07041,Recovered Vehicle,Recovered Vehicle,"Vehicle, Recovered, Auto",Open or Active,GALVEZ AVE \ DONAHUE ST,Bayview,Bayview Hunters Point,37.730018615722656,-122.36903381347656,POINT (-122.36903381347656 37.730018615722656)
2024/05/07 08:40:00 AM,2024/05/07,08:40,2024,Tuesday,2024/05/07 08:40:00 AM,138839607041,1388396,240285632,07041,Recovered Vehicle,Recovered Vehicle,"Vehicle, Recovered, Auto",Open or Active,DONAHUE ST \ GALVEZ AVE,Bayview,Bayview Hunters Point,37.730018615722656,-122.36903381347656,POINT (-122.36903381347656 37.730018615722656)
2021/05/28 09:30:00 PM,2021/05/28,21:30,2021,Friday,2021/06/03 11:00:00 AM,103653804134,1036538,210343367,04134,Assault,Simple Assault,Battery,Open or Active,GALVEZ AVE \ DONAHUE ST,Bayview,Bayview Hunters Point,37.730016975893896,-122.36903707859156,POINT (-122.36903707859156 37.730016975893896)
2020/05/18 07:00:00 PM,2020/05/18,19:00,2020,Monday,2020/05/19 09:21:00 AM,92899406372,928994,206082828,06372,Larceny Theft,Larceny Theft - Other,"Theft, Other Property, $50-$200",Open or Active,GALVEZ AVE \ DONAHUE ST,Bayview,Bayview Hunters Point,37.730016975893896,-122.36903707859156,POINT (-122.36903707859156 37.730016975893896)
2020/10/06 06:30:00 PM,2020/10/06,18:30,2020,Tuesday,2020/10/08 02:29:00 PM,96778206372,967782,200606852,06372,Larceny Theft,Larceny Theft - Other,"Theft, Other Property, $50-$200",Open or Active,GALVEZ AVE \ DONAHUE ST,Bayview,Bayview Hunters Point,37.730016975893896,-122.36903707859156,POINT (-122.36903707859156 37.730016975893896)
2020/05/19 08:00:00 AM,2020/05/19,08:00,2020,Tuesday,2020/05/19 10:04:00 AM,92896206372,928962,206082834,06372,Larceny Theft,Larceny Theft - Other,"Theft, Other Property, $50-$200",Open or Active,GALVEZ AVE \ DONAHUE ST,Bayview,Bayview Hunters Point,37.730016975893896,-122.36903707859156,POINT (-122.36903707859156 37.730016975893896)
2019/07/19 08:00:00 AM,2019/07/19,08:00,2019,Friday,2019/08/20 08:55:00 AM,83662271013,836622,190614020,71013,Larceny Theft,Theft From Vehicle,"License Plate, Stolen",Open or Active,GALVEZ AVE \ DONAHUE ST,Bayview,Bayview Hunters Point,37.730016975893896,-122.36903707859156,POINT (-122.36903707859156 37.730016975893896)
2020/06/23 06:30:00 PM,2020/06/23,18:30,2020,Tuesday,2020/06/23 07:42:00 PM,93787264070,937872,200377536,64070,Suspicious Occ,Suspicious Occ,Suspicious Occurrence,Open or Active,GALVEZ AVE \ DONAHUE ST,Bayview,Bayview Hunters Point,37.730016975893896,-122.36903707859156,POINT (-122.36903707859156 37.730016975893896)
2019/09/11 03:00:00 AM,2019/09/11,03:00,2019,Wednesday,2019/09/11 07:51:00 PM,84566012030,845660,190679557,12030,Weapons Offense,Weapons Offense,"Weapon, Deadly, Imitation or Laser Scope, Exhibiting",Cite or Arrest Adult,GALVEZ AVE \ DONAHUE ST,Bayview,Bayview Hunters Point,37.730016975893896,-122.36903707859156,POINT (-122.36903707859156 37.730016975893896)
2019/08/28 11:37:00 PM,2019/08/28,23:37,2019,Wednesday,2019/08/28 11:37:00 PM,84025928160,840259,190640003,28160,Malicious Mischief,Vandalism,"Malicious Mischief, Vandalism to Vehicle",Open or Active,GALVEZ AVE \ DONAHUE ST,Bayview,Bayview Hunters Point,37.730016975893896,-122.36903707859156,POINT (-122.36903707859156 37.730016975893896)
2020/02/11 03:00:00 AM,2020/02/11,03:00,2020,Tuesday,2020/02/11 05:19:00 AM,90157164085,901571,200104414,64085,Other Miscellaneous,Other,Investigative Detention,Unfounded,GALVEZ AVE \ DONAHUE ST,Bayview,Bayview Hunters Point,37.730016975893896,-122.36903707859156,POINT (-122.36903707859156 37.730016975893896)
2019/12/22 04:00:00 AM,2019/12/22,04:00,2019,Sunday,2019/12/25 11:52:00 AM,88479374000,884793,190967051,74000,Missing Person,Missing Adult,Missing Adult,Open or Active,GALVEZ AVE \ DONAHUE ST,Bayview,Bayview Hunters Point,37.730016975893896,-122.36903707859156,POINT (-122.36903707859156 37.730016975893896)
2019/07/12 05:00:00 PM,2019/07/12,17:00,2019,Friday,2019/07/13 03:17:00 PM,82212609024,822126,190507538,09024,Fraud,Fraud,"Fraudulent Game or Trick, Obtaining Money or Property",Open or Active,GALVEZ AVE \ DONAHUE ST,Bayview,Bayview Hunters Point,37.730016975893896,-122.36903707859156,POINT (-122.36903707859156 37.730016975893896)
2019/08/17 05:30:00 PM,2019/08/17,17:30,2019,Saturday,2019/08/19 10:57:00 AM,83649406372,836494,196169908,06372,Larceny Theft,Larceny Theft - Other,"Theft, Other Property, $50-$200",Open or Active,GALVEZ AVE \ DONAHUE ST,Bayview,Bayview Hunters Point,37.730016975893896,-122.36903707859156,POINT (-122.36903707859156 37.730016975893896)
2019/01/20 12:00:00 AM,2019/01/20,00:00,2019,Sunday,2019/07/27 03:09:00 PM,82754915200,827549,190546100,15200,Offences Against The Family And Children,Other,Domestic Violence (secondary only),Open or Active,GALVEZ AVE \ DONAHUE ST,Bayview,Bayview Hunters Point,37.730016975893896,-122.36903707859156,POINT (-122.36903707859156 37.730016975893896)
2019/12/22 04:00:00 AM,2019/12/22,04:00,2019,Sunday,2019/12/25 11:52:00 AM,88498574000,884985,190967051,74000,Missing Person,Missing Adult,Missing Adult,Open or Active,GALVEZ AVE \ DONAHUE ST,Bayview,Bayview Hunters Point,37.730016975893896,-122.36903707859156,POINT (-122.36903707859156 37.730016975893896)
2019/12/29 06:06:00 AM,2019/12/29,06:06,2019,Sunday,2019/12/29 06:32:00 AM,88589228150,885892,190975957,28150,Malicious Mischief,Vandalism,"Malicious Mischief, Vandalism to Property",Open or Active,GALVEZ AVE \ DONAHUE ST,Bayview,Bayview Hunters Point,37.730016975893896,-122.36903707859156,POINT (-122.36903707859156 37.730016975893896)
2019/09/11 03:00:00 AM,2019/09/11,03:00,2019,Wednesday,2019/09/11 07:51:00 PM,84566019057,845660,190679557,19057,Disorderly Conduct,Intimidation,Terrorist Threats,Cite or Arrest Adult,GALVEZ AVE \ DONAHUE ST,Bayview,Bayview Hunters Point,37.730016975893896,-122.36903707859156,POINT (-122.36903707859156 37.730016975893896)
2019/01/20 12:00:00 AM,2019/01/20,00:00,2019,Sunday,2019/07/27 03:09:00 PM,82754928135,827549,190546100,28135,Malicious Mischief,Other,"Phone Calls, Harassing",Open or Active,GALVEZ AVE \ DONAHUE ST,Bayview,Bayview Hunters Point,37.730016975893896,-122.36903707859156,POINT (-122.36903707859156 37.730016975893896)
2019/09/10 01:00:00 PM,2019/09/10,13:00,2019,Tuesday,2019/09/11 02:39:00 PM,84552704134,845527,190678537,04134,Assault,Simple Assault,Battery,Open or Active,GALVEZ AVE \ DONAHUE ST,Bayview,Bayview Hunters Point,37.730016975893896,-122.36903707859156,POINT (-122.36903707859156 37.730016975893896)
2019/12/22 04:00:00 AM,2019/12/22,04:00,2019,Sunday,2019/12/25 11:52:00 AM,88474474000,884744,190967051,74000,Missing Person,Missing Adult,Missing Adult,Open or Active,GALVEZ AVE \ DONAHUE ST,Bayview,Bayview Hunters Point,37.730016975893896,-122.36903707859156,POINT (-122.36903707859156 37.730016975893896)
2019/09/11 03:00:00 AM,2019/09/11,03:00,2019,Wednesday,2019/09/11 07:51:00 PM,84566005041,845660,190679557,05041,Burglary,Burglary - Residential,"Burglary, Residence, Forcible Entry",Cite or Arrest Adult,GALVEZ AVE \ DONAHUE ST,Bayview,Bayview Hunters Point,37.730016975893896,-122.36903707859156,POINT (-122.36903707859156 37.730016975893896)
2019/07/12 05:00:00 PM,2019/07/12,17:00,2019,Friday,2019/07/13 03:17:00 PM,82212609029,822126,190507538,09029,Fraud,Fraud,False Personation to Receive Money or Property,Open or Active,GALVEZ AVE \ DONAHUE ST,Bayview,Bayview Hunters Point,37.730016975893896,-122.36903707859156,POINT (-122.36903707859156 37.730016975893896)
2019/03/31 01:00:00 AM,2019/03/31,01:00,2019,Sunday,2019/04/01 04:15:00 PM,78579764070,785797,190230905,64070,Suspicious Occ,Suspicious Occ,Suspicious Occurrence,Open or Active,GALVEZ AVE \ DONAHUE ST,Bayview,Bayview Hunters Point,37.730016975893896,-122.36903707859156,POINT (-122.36903707859156 37.730016975893896)
2018/11/12 02:00:00 PM,2018/11/12,14:00,2018,Monday,2018/12/09 06:05:00 PM,74641709015,746417,180928596,09015,Forgery And Counterfeiting,Forgery And Counterfeiting,"Forgery, Checks, Felony",Open or Active,GALVEZ AVE \ DONAHUE ST,Bayview,Bayview Hunters Point,37.730016975893896,-122.36903707859156,POINT (-122.36903707859156 37.730016975893896)
2018/10/11 07:00:00 PM,2018/10/11,19:00,2018,Thursday,2018/10/17 03:56:00 PM,72725506304,727255,180789081,06304,Larceny Theft,Larceny Theft - From Building,"Theft, From Building, >$950",Open or Active,GALVEZ AVE \ DONAHUE ST,Bayview,Bayview Hunters Point,37.730016975893896,-122.36903707859156,POINT (-122.36903707859156 37.730016975893896)
2018/11/12 02:00:00 PM,2018/11/12,14:00,2018,Monday,2018/12/09 06:05:00 PM,74641709024,746417,180928596,09024,Fraud,Fraud,"Fraudulent Game or Trick, Obtaining Money or Property",Open or Active,GALVEZ AVE \ DONAHUE ST,Bayview,Bayview Hunters Point,37.730016975893896,-122.36903707859156,POINT (-122.36903707859156 37.730016975893896)
2018/09/21 06:05:00 PM,2018/09/21,18:05,2018,Friday,2018/09/28 09:00:00 PM,72645268060,726452,180717731,68060,Traffic Collision,Traffic Collision - Hit & Run,"Traffic Collision, Hit & Run, Property Damage",Open or Active,GALVEZ AVE \ DONAHUE ST,Bayview,Bayview Hunters Point,37.730016975893896,-122.36903707859156,POINT (-122.36903707859156 37.730016975893896)
2019/06/04 05:15:00 PM,2019/06/04,17:15,2019,Tuesday,2019/06/04 05:16:00 PM,80810464070,808104,190230905,64070,Suspicious Occ,Suspicious Occ,Suspicious Occurrence,Open or Active,GALVEZ AVE \ DONAHUE ST,Bayview,Bayview Hunters Point,37.730016975893896,-122.36903707859156,POINT (-122.36903707859156 37.730016975893896)
2018/07/04 10:10:00 PM,2018/07/04,22:10,2018,Wednesday,2018/07/08 05:09:00 PM,68831304170,688313,180506788,04170,Assault,Simple Assault,False Imprisonment,Open or Active,GALVEZ AVE \ DONAHUE ST,Bayview,Bayview Hunters Point,37.730016975893896,-122.36903707859156,POINT (-122.36903707859156 37.730016975893896)
2018/03/20 09:00:00 AM,2018/03/20,09:00,2018,Tuesday,2018/04/17 12:01:00 PM,65814728161,658147,180284213,28161,Malicious Mischief,Vandalism,"Malicious Mischief, Tire Slashing",Open or Active,GALVEZ AVE \ DONAHUE ST,Bayview,Bayview Hunters Point,37.730016975893896,-122.36903707859156,POINT (-122.36903707859156 37.730016975893896)
2018/06/18 02:00:00 PM,2018/06/18,14:00,2018,Monday,2018/07/18 11:36:00 AM,69198109029,691981,180533571,09029,Fraud,Fraud,False Personation to Receive Money or Property,Open or Active,GALVEZ AVE \ DONAHUE ST,Bayview,Bayview Hunters Point,37.730016975893896,-122.36903707859156,POINT (-122.36903707859156 37.730016975893896)
2018/05/31 06:16:00 PM,2018/05/31,18:16,2018,Thursday,2018/06/20 11:53:00 AM,68146327195,681463,180457589,27195,Other Miscellaneous,Trespass,Trespassing,Open or Active,GALVEZ AVE \ DONAHUE ST,Bayview,Bayview Hunters Point,37.730016975893896,-122.36903707859156,POINT (-122.36903707859156 37.730016975893896)
2021/04/03 03:36:00 AM,2021/04/03,03:36,2021,Saturday,2021/04/03 03:36:00 AM,101845607045,1018456,210199160,07045,Recovered Vehicle,Recovered Vehicle,"Vehicle, Recovered, Truck",Open or Active,GALVEZ AVE \ DONAHUE ST,Bayview,Bayview Hunters Point,37.730016975893896,-122.36903707859156,POINT (-122.36903707859156 37.730016975893896)
2018/07/04 10:10:00 PM,2018/07/04,22:10,2018,Wednesday,2018/07/08 05:09:00 PM,68831304134,688313,180506788,04134,Assault,Simple Assault,Battery,Open or Active,GALVEZ AVE \ DONAHUE ST,Bayview,Bayview Hunters Point,37.730016975893896,-122.36903707859156,POINT (-122.36903707859156 37.730016975893896)
2021/04/12 12:36:00 AM,2021/04/12,00:36,2021,Monday,2021/04/12 12:36:00 AM,102095507045,1020955,210221741,07045,Recovered Vehicle,Recovered Vehicle,"Vehicle, Recovered, Truck",Open or Active,GALVEZ AVE \ DONAHUE ST,Bayview,Bayview Hunters Point,37.730016975893896,-122.36903707859156,POINT (-122.36903707859156 37.730016975893896)
2018/05/07 07:35:00 PM,2018/05/07,19:35,2018,Monday,2018/05/07 07:45:00 PM,66572264020,665722,180340473,64020,Non-Criminal,Other,Mental Health Detention,Open or Active,GALVEZ AVE \ DONAHUE ST,Bayview,Bayview Hunters Point,37.730016975893896,-122.36903707859156,POINT (-122.36903707859156 37.730016975893896)
2018/05/31 06:16:00 PM,2018/05/31,18:16,2018,Thursday,2018/06/20 11:53:00 AM,68146306314,681463,180457589,06314,Larceny Theft,Larceny Theft - Bicycle,"Theft, Bicycle, >$950",Open or Active,GALVEZ AVE \ DONAHUE ST,Bayview,Bayview Hunters Point,37.730016975893896,-122.36903707859156,POINT (-122.36903707859156 37.730016975893896)
2023/02/11 12:00:00 AM,2023/02/11,00:00,2023,Saturday,2023/03/03 01:55:00 PM,125043909026,1250439,230152790,09026,Fraud,Fraud,False Personation and Cheat Crimes (general),Open or Active,GALVEZ AVE \ DONAHUE ST,Bayview,Bayview Hunters Point,37.730016975893896,-122.36903707859156,POINT (-122.36903707859156 37.730016975893896)
2018/07/04 10:10:00 PM,2018/07/04,22:10,2018,Wednesday,2018/07/08 05:09:00 PM,68831319057,688313,180506788,19057,Disorderly Conduct,Intimidation,Terrorist Threats,Open or Active,GALVEZ AVE \ DONAHUE ST,Bayview,Bayview Hunters Point,37.730016975893896,-122.36903707859156,POINT (-122.36903707859156 37.730016975893896)
2023/01/25 07:09:00 PM,2023/01/25,19:09,2023,Wednesday,2023/01/25 07:16:00 PM,123819564020,1238195,230060228,64020,Non-Criminal,Other,Mental Health Detention,Open or Active,GALVEZ AVE \ DONAHUE ST,Bayview,Bayview Hunters Point,37.730016975893896,-122.36903707859156,POINT (-122.36903707859156 37.730016975893896)
2022/12/02 12:00:00 PM,2022/12/02,12:00,2022,Friday,2022/12/02 09:58:00 PM,122533271000,1225332,226238603,71000,Lost Property,Lost Property,Lost Property,Open or Active,GALVEZ AVE \ DONAHUE ST,Bayview,Bayview Hunters Point,37.730016975893896,-122.36903707859156,POINT (-122.36903707859156 37.730016975893896)
2023/02/06 03:30:00 PM,2023/02/06,15:30,2023,Monday,2023/02/06 03:46:00 PM,124202928010,1242029,230089767,28010,Malicious Mischief,Other,"Animal, Cruelty to",Open or Active,GALVEZ AVE \ DONAHUE ST,Bayview,Bayview Hunters Point,37.730016975893896,-122.36903707859156,POINT (-122.36903707859156 37.730016975893896)
2022/09/21 12:53:00 PM,2022/09/21,12:53,2022,Wednesday,2022/09/21 09:57:00 PM,119670906372,1196709,226176031,06372,Larceny Theft,Larceny Theft - Other,"Theft, Other Property, $50-$200",Open or Active,GALVEZ AVE \ DONAHUE ST,Bayview,Bayview Hunters Point,37.730016975893896,-122.36903707859156,POINT (-122.36903707859156 37.730016975893896)
2023/02/06 03:30:00 PM,2023/02/06,15:30,2023,Monday,2023/02/06 03:46:00 PM,124202919057,1242029,230089767,19057,Disorderly Conduct,Intimidation,Terrorist Threats,Open or Active,GALVEZ AVE \ DONAHUE ST,Bayview,Bayview Hunters Point,37.730016975893896,-122.36903707859156,POINT (-122.36903707859156 37.730016975893896)
2022/12/24 06:00:00 PM,2022/12/24,18:00,2022,Saturday,2022/12/30 08:51:00 PM,122961264070,1229612,220894491,64070,Suspicious Occ,Suspicious Occ,Suspicious Occurrence,Open or Active,GALVEZ AVE \ DONAHUE ST,Bayview,Bayview Hunters Point,37.730016975893896,-122.36903707859156,POINT (-122.36903707859156 37.730016975893896)
2022/11/10 07:00:00 PM,2022/11/10,19:00,2022,Thursday,2022/11/13 03:03:00 PM,121618706244,1216187,226220070,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,GALVEZ AVE \ DONAHUE ST,Bayview,Bayview Hunters Point,37.730016975893896,-122.36903707859156,POINT (-122.36903707859156 37.730016975893896)
2022/02/19 10:30:00 AM,2022/02/19,10:30,2022,Saturday,2022/02/19 11:20:00 AM,112341264010,1123412,220114095,64010,Non-Criminal,Other,"Dog, Bite or Attack",Open or Active,GALVEZ AVE \ DONAHUE ST,Bayview,Bayview Hunters Point,37.730016975893896,-122.36903707859156,POINT (-122.36903707859156 37.730016975893896)
2022/04/09 11:44:00 AM,2022/04/09,11:44,2022,Saturday,2022/04/09 11:59:00 AM,113935062050,1139350,220232766,62050,Warrant,Warrant,"Warrant Arrest, Enroute To Outside Jurisdiction",Cite or Arrest Adult,GALVEZ AVE \ DONAHUE ST,Bayview,Bayview Hunters Point,37.730016975893896,-122.36903707859156,POINT (-122.36903707859156 37.730016975893896)
2022/04/09 11:44:00 AM,2022/04/09,11:44,2022,Saturday,2022/04/09 11:59:00 AM,113935016710,1139350,220232766,16710,Drug Offense,Drug Violation,"Narcotics Paraphernalia, Possession of",Cite or Arrest Adult,GALVEZ AVE \ DONAHUE ST,Bayview,Bayview Hunters Point,37.730016975893896,-122.36903707859156,POINT (-122.36903707859156 37.730016975893896)
2021/12/14 01:11:00 PM,2021/12/14,13:11,2021,Tuesday,2021/12/15 04:35:00 PM,110277806304,1102778,210829179,06304,Larceny Theft,Larceny Theft - From Building,"Theft, From Building, >$950",Open or Active,GALVEZ AVE \ DONAHUE ST,Bayview,Bayview Hunters Point,37.730016975893896,-122.36903707859156,POINT (-122.36903707859156 37.730016975893896)
2022/04/09 11:44:00 AM,2022/04/09,11:44,2022,Saturday,2022/04/09 11:59:00 AM,113935027195,1139350,220232766,27195,Other Miscellaneous,Trespass,Trespassing,Cite or Arrest Adult,GALVEZ AVE \ DONAHUE ST,Bayview,Bayview Hunters Point,37.730016975893896,-122.36903707859156,POINT (-122.36903707859156 37.730016975893896)
2022/01/03 11:09:00 AM,2022/01/03,11:09,2022,Monday,2022/01/18 04:20:00 PM,111561606372,1115616,226010075,06372,Larceny Theft,Larceny Theft - Other,"Theft, Other Property, $50-$200",Open or Active,GALVEZ AVE \ DONAHUE ST,Bayview,Bayview Hunters Point,37.730016975893896,-122.36903707859156,POINT (-122.36903707859156 37.730016975893896)
2021/10/26 10:32:00 PM,2021/10/26,22:32,2021,Tuesday,2021/10/26 10:33:00 PM,108510168000,1085101,210703307,68000,Fire Report,Fire Report,Fire Report,Open or Active,GALVEZ AVE \ DONAHUE ST,Bayview,Bayview Hunters Point,37.730016975893896,-122.36903707859156,POINT (-122.36903707859156 37.730016975893896)
2021/05/28 09:30:00 PM,2021/05/28,21:30,2021,Friday,2021/06/14 07:45:00 AM,104007204134,1040072,210343367,04134,Assault,Simple Assault,Battery,Open or Active,GALVEZ AVE \ DONAHUE ST,Bayview,Bayview Hunters Point,37.730016975893896,-122.36903707859156,POINT (-122.36903707859156 37.730016975893896)
2021/05/28 09:30:00 PM,2021/05/28,21:30,2021,Friday,2021/06/11 04:30:00 PM,103932904134,1039329,210343367,04134,Assault,Simple Assault,Battery,Open or Active,GALVEZ AVE \ DONAHUE ST,Bayview,Bayview Hunters Point,37.730016975893896,-122.36903707859156,POINT (-122.36903707859156 37.730016975893896)
2024/01/04 02:00:00 PM,2024/01/04,14:00,2024,Thursday,2024/01/08 08:19:00 AM,135434007025,1354340,240015859,07025,Motor Vehicle Theft,Motor Vehicle Theft,"Vehicle, Stolen, Truck",Open or Active,GALVEZ AVE \ DONAHUE ST,Bayview,Bayview Hunters Point,37.730016975893896,-122.36903707859156,POINT (-122.36903707859156 37.730016975893896)
